scenario_ids,gt_critical_continuous_individual,gt_critical_continuous_interaction,gt_critical_continuous_safeshift
c8af6d5f3be1bc30.pkl,16.803,26.817,21.81
d211a40bd96f9356.pkl,7.826,92.252,50.039
f727cadbcf92c279.pkl,15.994,47.105,31.549
79c21a30cfae8129.pkl,11.138,78.546,44.842
997eff9be02a58b8.pkl,16.767,77.107,46.937
83b2828265203111.pkl,8.01,9.512,8.761
ac73d5763885e87e.pkl,8.496,48.419,28.457
18576b7d1d4c4b04.pkl,9.049,85.754,47.401
c51fb3088877c44d.pkl,7.217,20.405,13.811
66cc549a80d88cc6.pkl,3.81,4.623,4.216
b080ac3356d75d4e.pkl,4.481,8.124,6.302
daf7eb22e3af1a20.pkl,7.19,36.17,21.68
1a31a09acf69f3c7.pkl,3.028,6.055,4.541
16b60ccfe52051af.pkl,2.43,5.368,3.899
96071adcbea7a6a1.pkl,20.195,15.336,17.766
d55c3ea1e6ea679e.pkl,12.85,15.336,14.093
df2f0de89f293371.pkl,16.67,26.243,21.456
54f4358b2cd5a442.pkl,3.803,7.899,5.851
fd78159f2660db2c.pkl,11.301,37.347,24.324
fee0437574932bf7.pkl,13.621,57.737,35.679
75858350788da996.pkl,9.129,49.027,29.078
2a5e0672b6b1c986.pkl,3.92,12.655,8.287
ff35e0729b66f110.pkl,5.503,2.992,4.248
eb10e3bf5940d1b1.pkl,7.827,24.697,16.262
7a01740ac3a51c8e.pkl,4.721,3.166,3.943
6c7ad584b9e57aca.pkl,7.606,7.788,7.697
f44bdca5b9abfc4.pkl,9.607,40.036,24.821
960e4cb9f62aa418.pkl,9.708,19.947,14.828
9f0c9fde5c8072ae.pkl,10.558,18.854,14.706
c3193f9ce99a3520.pkl,16.533,46.171,31.352
326df67abd5b4840.pkl,2.64,8.211,5.426
94f9c65acb329bc4.pkl,11.221,25.957,18.589
ec61890b88e5b3b6.pkl,2.477,3.834,3.155
e2c34bf84c09d3b7.pkl,9.53,50.303,29.916
be0cbd342c6d4ba.pkl,6.693,6.542,6.618
32d1df63b494f595.pkl,12.606,30.704,21.655
e854d714d6edd39f.pkl,11.679,74.602,43.14
c9e24e4d0a8ea723.pkl,4.899,21.256,13.077
e2a7a67854dcf908.pkl,7.817,5.798,6.807
650f9c18cb74d4ab.pkl,16.302,43.714,30.008
108bc14463b07ed4.pkl,14.731,75.858,45.294
8aedd2b4d43d97d3.pkl,2.071,0.037,1.054
2f7715d85753aa30.pkl,4.735,18.97,11.853
2205e30e01739a31.pkl,6.978,7.181,7.08
5c1e047d345b2851.pkl,5.385,5.76,5.573
44d2187c37eb2fbc.pkl,7.162,12.117,9.64
9ee1338a9d59f694.pkl,6.539,3.683,5.111
d7f82ee965456de5.pkl,8.876,11.073,9.975
cbf0474ab58fbc4.pkl,7.42,27.233,17.327
c4ee3bff770f8216.pkl,19.935,102.521,61.228
c6cd06e954e6101e.pkl,4.432,10.307,7.37
c34b6bbd6e30ed28.pkl,8.417,17.208,12.812
34b9d51b3f54bd93.pkl,4.306,16.863,10.585
50347b63584b9e90.pkl,5.93,16.252,11.091
c59c95b40af2ee7a.pkl,5.559,15.198,10.379
9aea611f79054ce6.pkl,11.457,10.432,10.944
a11dfd9b189cd933.pkl,7.513,15.86,11.686
dec51c336cdfb1a7.pkl,6.816,9.047,7.932
145a7b3aa427b06f.pkl,4.097,15.08,9.588
6b1388a9ac9ac933.pkl,3.846,12.25,8.048
89db4b064e384726.pkl,10.38,75.396,42.888
67340849c586d4dc.pkl,18.877,29.068,23.972
82ea2760e7e6ea21.pkl,4.581,11.336,7.959
74cd0e02244fb81f.pkl,20.083,41.161,30.622
f6d0c01f284ab8a7.pkl,5.971,20.033,13.002
2d2a3d3eaa8629be.pkl,3.311,8.98,6.146
16a6d1263d54f0d2.pkl,2.832,6.194,4.513
1d3ab516f879d69e.pkl,5.199,8.92,7.06
bfd85fe5a0f8a3d6.pkl,22.504,1.134,11.819
4c8717e0a47a30a1.pkl,8.823,2.134,5.479
451c58cb9cd2375e.pkl,4.959,37.365,21.162
d977efd271694903.pkl,12.489,30.949,21.719
918bf15944887130.pkl,7.141,21.0,14.071
bdad625c08ab238b.pkl,7.212,8.723,7.968
2ee60c4d4cdd93a3.pkl,2.263,2.44,2.352
bb2a40a86e803653.pkl,36.736,50.986,43.861
df77f33f3f048ce6.pkl,6.561,34.164,20.363
f38d75adc77b1cca.pkl,13.959,52.865,33.412
ed77032575b8200f.pkl,22.86,49.066,35.963
f9661a62b1b0b80e.pkl,8.382,15.1,11.741
26f2bba517f89856.pkl,2.737,13.109,7.923
494e7c84e9294c0d.pkl,12.375,45.84,29.108
aa57af4544fcc75f.pkl,7.422,39.66,23.541
3262819ec3e0c886.pkl,9.323,37.639,23.481
687179ccfb8dcbf3.pkl,12.877,44.492,28.685
315116b299899d4c.pkl,9.991,23.196,16.593
31310db9b10f2077.pkl,18.473,93.415,55.944
32d50a4bdb34bdc2.pkl,2.267,3.839,3.053
62d2418f94af373e.pkl,1.986,7.564,4.775
bca2ab0680b79c38.pkl,12.568,60.96,36.764
a00a5e9d0935a231.pkl,8.351,20.779,14.565
227ead0ef646454b.pkl,21.31,77.801,49.556
7f0bec250ec4b7f4.pkl,3.0,3.25,3.125
bb6a0a5399aaf4be.pkl,13.257,21.505,17.381
f8f3c62da83e0739.pkl,10.855,59.462,35.158
1a426f8ac748ae74.pkl,4.344,12.01,8.177
5c5cd9ec7f99c754.pkl,4.22,5.254,4.737
c8ebdd7182a778bd.pkl,8.15,28.326,18.238
a98a7cd3258475cd.pkl,7.814,7.299,7.557
fff446c0acf7a32e.pkl,2.904,5.629,4.266
c061509aaefc8a85.pkl,10.945,53.644,32.295
f469d87b7e84b900.pkl,9.671,23.127,16.399
d78f0ff09ea0a220.pkl,9.98,31.848,20.914
b2a7842eae86e453.pkl,14.142,73.351,43.746
e54165df780614f9.pkl,5.572,19.364,12.468
ea1847160de63b01.pkl,4.158,14.498,9.328
56f021babc1e8672.pkl,11.608,43.705,27.656
80ecce58f94b3375.pkl,8.474,23.861,16.167
dc406d5eaf678338.pkl,12.906,23.132,18.019
553b36380ee6c0bd.pkl,2.03,9.383,5.706
e9bd2ade8168e239.pkl,2.069,2.945,2.507
615123344daa723d.pkl,4.449,13.149,8.799
e1374c792f0295f9.pkl,36.308,88.168,62.238
3ddd50f741d1eb74.pkl,1.819,1.451,1.635
802479b6a4dc147e.pkl,3.051,21.347,12.199
4eb00699c1daa0e8.pkl,2.86,17.858,10.359
92b43ab5f1fdf140.pkl,13.601,88.093,50.847
4f60878be99cced7.pkl,2.816,9.323,6.07
b74d5f87558078ad.pkl,13.202,21.717,17.46
271a58145fb4ebd5.pkl,11.108,25.214,18.161
cccdc477b80743e9.pkl,5.004,4.19,4.597
7f5c300dcfb9bc09.pkl,4.717,4.559,4.638
6aac508223ff2342.pkl,8.023,15.21,11.617
a7573aca48f4fc9e.pkl,22.922,88.56,55.741
b958f5f6fb971654.pkl,4.784,16.55,10.667
c067b1fb84a70f1d.pkl,14.561,43.544,29.053
9d5703c6d0340dc.pkl,2.108,1.076,1.592
3ffa482e515f9fa5.pkl,8.107,6.004,7.055
6fa99873e36000c9.pkl,2.263,4.123,3.193
74c802cd5c9d0c40.pkl,12.902,55.251,34.076
e562367dac4d47bb.pkl,11.615,73.63,42.622
abf8d97109377798.pkl,16.145,21.407,18.776
9fbfc4fec24c1406.pkl,3.911,12.02,7.965
58a2c74966012481.pkl,10.884,37.609,24.247
ed2c848fc9b1bd82.pkl,9.842,17.291,13.566
2c0b4682d2b52d92.pkl,3.405,6.404,4.904
c9dec0f6bdae63a3.pkl,16.958,30.905,23.931
147392f59e1fb856.pkl,15.849,61.796,38.822
799ff247470c3549.pkl,8.915,60.394,34.655
1bda181f8e47bfb4.pkl,1.74,5.375,3.558
6a9405c0a499c51a.pkl,3.75,3.831,3.79
ab587a36117dbbb3.pkl,13.437,34.36,23.898
34f7cb5f44799fb2.pkl,4.298,14.586,9.442
523b22111664c821.pkl,1.805,6.401,4.103
b84d96ea63de9754.pkl,11.166,31.849,21.507
1a64c26c56412fc5.pkl,3.266,4.81,4.038
5619aff623abf5c2.pkl,9.508,82.411,45.959
303636150b35eb3e.pkl,14.122,37.848,25.985
e7fa27fc9647c500.pkl,12.314,31.716,22.015
ae8ac6670091badc.pkl,4.44,16.661,10.551
de4cbd8189887476.pkl,6.958,8.943,7.951
7de7cb23355cf95a.pkl,5.477,6.795,6.136
8c780bb4b9ac4ae9.pkl,5.582,6.263,5.923
87dc999500f22d1b.pkl,13.507,94.149,53.828
ecd856775b0d89e4.pkl,4.049,8.775,6.412
53afe5e744705e34.pkl,11.951,25.461,18.706
6c5d2c97833fb437.pkl,3.347,1.22,2.283
992c1e23fa5e7189.pkl,15.203,49.189,32.196
673bfa58f8a55586.pkl,21.012,56.36,38.686
7e78717adc32e144.pkl,4.726,7.571,6.148
f21fd2543a4ee0a2.pkl,6.33,15.816,11.073
d576188cfa87e19e.pkl,9.505,29.692,19.598
de8697e57f98461e.pkl,7.998,20.697,14.348
6f44acf0121f88af.pkl,3.664,3.265,3.465
a291919debec23a.pkl,7.707,8.245,7.976
37fb65a74d84cb4d.pkl,11.961,51.096,31.529
e26f404cfaa4414.pkl,5.783,22.353,14.068
1b1e53eff437ad7a.pkl,3.384,4.922,4.153
d5b7792e267265db.pkl,17.543,24.165,20.854
93e279a9b675c73b.pkl,6.281,7.056,6.668
bc1ed2588ce11cd5.pkl,4.196,6.275,5.235
2d3d9b6ddbcb8699.pkl,2.633,3.87,3.252
26712868d99e31dc.pkl,8.663,33.412,21.038
64f806a96d3adc45.pkl,13.781,36.429,25.105
b723dc0dd31a14c9.pkl,7.684,50.72,29.202
5419c2ab422d3112.pkl,9.374,32.831,21.102
89291c7dd0497198.pkl,9.827,18.999,14.413
6bd07005bc9f4953.pkl,5.487,10.131,7.809
14bbdc77dd7b7ba3.pkl,4.883,6.074,5.479
3d831dda5a51a8e3.pkl,2.772,8.985,5.878
5ff1dd4056b56ff4.pkl,4.721,13.351,9.036
381b67cfc7df83f7.pkl,13.789,23.13,18.46
721a9bcaf51e085e.pkl,15.392,24.348,19.87
d17aeefc5b47798e.pkl,26.902,62.102,44.502
4aa421cc655c42e7.pkl,1.543,3.444,2.493
5c076a872d8ed3d3.pkl,6.078,2.951,4.514
e508e0925772872f.pkl,13.04,9.999,11.52
8d2e5f0453f37932.pkl,3.757,2.264,3.01
4048c7f7951c6957.pkl,7.917,36.917,22.417
93f76aaabcbcdfb1.pkl,9.739,11.204,10.472
d5b87aa06e47285d.pkl,18.766,51.808,35.287
831cd8a3ed118424.pkl,6.024,5.204,5.614
cbb9dd59926dbf70.pkl,16.779,6.263,11.521
8602a3cfa1df72e6.pkl,13.542,54.372,33.957
3fd1a7c0fd883212.pkl,2.46,8.727,5.594
8bbba7bd646c0988.pkl,1.873,8.856,5.364
b112b6d0a112ce1e.pkl,17.589,57.524,37.557
1e4b2d0989d6af82.pkl,7.176,7.093,7.135
19043d68220d68ac.pkl,10.955,67.959,39.457
6b176b04d27ad7cf.pkl,3.461,2.955,3.208
2ff9f55b04eced34.pkl,4.639,11.552,8.096
27743702d57a3444.pkl,9.597,66.962,38.28
56a06cfe9983432f.pkl,14.761,44.935,29.848
a3f1bc7ea45efa8a.pkl,6.155,14.312,10.234
ed0180856690ad06.pkl,7.208,26.743,16.976
8d14e7c8dfe59798.pkl,2.08,8.286,5.183
e2cdf4863fbf0ffd.pkl,11.496,32.455,21.975
2665a45952b1037.pkl,5.522,20.878,13.2
6f6e5b12a71026a5.pkl,6.445,9.634,8.039
531a67eb78e7beae.pkl,10.756,31.744,21.25
7b0774787bb3918d.pkl,3.124,0.0,1.562
f88cc2f4ebdef927.pkl,11.006,71.367,41.186
fcb27200da6985b8.pkl,21.53,33.255,27.392
2f76593a71b5b495.pkl,3.706,11.867,7.787
7a3aaaf74f22ada9.pkl,3.101,7.849,5.475
6c95828c6db3a819.pkl,7.637,6.538,7.088
a3298b887f703843.pkl,4.234,15.406,9.82
269fa54e46497915.pkl,10.256,29.083,19.67
e0c5a709500d005e.pkl,1.951,3.183,2.567
d913eb46fd8da57e.pkl,11.506,61.001,36.254
dfd3fd30c08b9f3.pkl,12.404,17.755,15.08
de7c688b6ab1400f.pkl,10.505,26.986,18.746
853f73c7e82b354d.pkl,21.865,86.853,54.359
b24d4969d78ccd64.pkl,9.002,20.183,14.593
6c55fd81757fe4b4.pkl,5.218,12.549,8.884
70c05dc071a6813.pkl,7.741,11.652,9.696
853606352cc3b8c4.pkl,9.334,8.309,8.822
65152ff4f07e450a.pkl,13.348,22.172,17.76
697519f5c89b71e0.pkl,23.664,89.148,56.406
4301d0afc72a1641.pkl,15.254,56.733,35.994
3912824754a15cd9.pkl,4.788,15.224,10.006
175bd5beb41f315.pkl,15.736,19.513,17.624
23183ce7265e6b20.pkl,8.414,15.786,12.1
8a74b1a914e12ee4.pkl,4.378,11.766,8.072
6c52b045ed4c7a71.pkl,3.617,16.369,9.993
68a759ab9dc59aa4.pkl,9.201,9.242,9.221
5a890cb200c1be67.pkl,1.963,5.015,3.489
582ac04097333af1.pkl,19.296,24.096,21.696
c7bb5289bdcf2e84.pkl,10.555,40.729,25.642
9fb3d85f6410cc6f.pkl,8.538,7.088,7.813
fa110286377e5cd3.pkl,7.876,30.004,18.94
83f088b3ddcfcad1.pkl,13.555,23.944,18.75
80e474b3f5cd2901.pkl,10.898,29.155,20.027
3d6cabe4c47b0455.pkl,3.91,0.0,1.955
8f27f831e550f047.pkl,3.285,13.596,8.44
d71d8a71997c3db9.pkl,5.431,16.846,11.138
e7f7a402cf3ef57e.pkl,7.845,66.592,37.219
7d4466f854e6c357.pkl,6.915,4.102,5.509
b61e58d087742973.pkl,8.894,35.261,22.077
db94aaac0494fd48.pkl,8.776,21.879,15.328
d0e0f3a9a7c2c40b.pkl,9.677,32.574,21.125
2089745aee13de45.pkl,10.354,22.134,16.244
32bfe5277a4b7351.pkl,17.973,53.791,35.882
6568684e4b156665.pkl,5.056,8.354,6.705
3fcb60f582ae616b.pkl,7.873,9.568,8.72
edcac9a897e90de1.pkl,4.667,11.743,8.205
ca7e81a95ceb7d83.pkl,7.593,8.042,7.818
3e73ca52d7c64fcf.pkl,1.766,11.458,6.612
4e299a3cb9669cb2.pkl,2.955,1.133,2.044
67f84d056732d8e0.pkl,19.09,43.817,31.453
7e2078acfd33e25f.pkl,3.957,9.094,6.525
dcf606c74c2bd5da.pkl,8.926,19.29,14.108
2ac503b4176d7a16.pkl,3.587,8.17,5.879
da9b1de09f1928c0.pkl,9.844,15.05,12.447
321cd89c955396fe.pkl,13.802,52.318,33.06
51a01cf11db4d7b0.pkl,9.546,18.395,13.971
614252c49e24bbab.pkl,7.351,37.002,22.177
7ec53982d954fb89.pkl,3.496,9.127,6.312
bb89ef4b72ba8b86.pkl,8.719,30.751,19.735
331c6e9802cf7572.pkl,13.781,33.198,23.489
f9105fc1c74b5551.pkl,8.536,37.128,22.832
a2fe46686735204.pkl,14.536,51.131,32.834
ecf48cfe5199536f.pkl,16.446,21.917,19.181
ad90132af0a9ecd1.pkl,3.068,19.972,11.52
dfea3bf20781fea3.pkl,11.795,47.9,29.848
69ab6ce2992c96b6.pkl,7.682,21.745,14.714
ca16bbf05a589178.pkl,11.387,44.065,27.726
6799c88172baa51e.pkl,7.226,6.809,7.018
8b00eedf267614c6.pkl,5.624,6.25,5.937
b8cf3738a29ef2a1.pkl,8.077,26.967,17.522
12320f001e674500.pkl,9.762,39.325,24.543
6916af90ac134f0b.pkl,11.144,54.937,33.041
9394958eab9747e.pkl,8.561,42.259,25.41
53524366ba96af17.pkl,16.548,25.519,21.034
54fe11f243a63dcd.pkl,3.076,11.961,7.519
f626d362f49a1be2.pkl,8.455,30.668,19.562
d6d9d6a537c922a4.pkl,11.292,31.499,21.395
822fe7a4a31a3c08.pkl,6.917,11.303,9.11
6db540ed03ae9afe.pkl,4.553,3.273,3.913
1648efd84e70cdbb.pkl,6.243,24.454,15.348
e4df67b6bfb17674.pkl,7.032,37.405,22.219
cf70daf0afbf93b1.pkl,10.974,23.307,17.141
4a85d81d1ddc1e85.pkl,3.181,3.57,3.375
b0b6c3138bba04df.pkl,13.777,56.386,35.081
bbabe21251687063.pkl,13.726,16.085,14.906
38d60bf5533f4d31.pkl,14.731,39.029,26.88
8492bbe3fd134706.pkl,16.023,85.006,50.515
2513ed231bf5ec4.pkl,7.749,17.522,12.635
3b90207450d88faa.pkl,5.414,6.737,6.075
6ff09989520d829d.pkl,5.39,15.053,10.222
ca117dc930fa6c6d.pkl,8.218,17.406,12.812
d3c85211d596124.pkl,1.433,4.369,2.901
e701e03b562b397.pkl,3.367,7.677,5.522
1042f8b62f9c4745.pkl,12.823,67.886,40.355
caa285e4e28e43e0.pkl,11.269,47.722,29.495
b2f315ce6b29fca.pkl,6.32,27.131,16.726
c39b8ed1f4d92dc3.pkl,5.004,16.137,10.57
897d2fee2badd34d.pkl,12.074,88.448,50.261
6e6e415f7a04c002.pkl,7.303,16.372,11.838
3e6d23f88c1ea44b.pkl,5.025,11.69,8.358
6a49967d371d410c.pkl,3.408,8.506,5.957
28827ee4f6c7312e.pkl,13.684,86.013,49.849
513bffdb0402ae5a.pkl,8.677,12.364,10.52
74038dac87b91f3d.pkl,18.131,9.157,13.644
cdcb926330689a9b.pkl,2.057,4.387,3.222
5874514ec56fe08c.pkl,2.313,9.567,5.94
c7a9499a3df5b01c.pkl,5.273,14.303,9.788
759f0e61069d9913.pkl,9.847,54.107,31.977
cbda409b90c2e77.pkl,9.317,56.205,32.761
14540bb2170be973.pkl,8.818,41.816,25.317
31ad5cfbcc94bf42.pkl,3.614,9.243,6.428
ceaaca56583e8788.pkl,7.143,50.272,28.707
892505d3ee25a0a.pkl,11.222,36.889,24.055
684f8d182354607d.pkl,4.912,14.744,9.828
dca0aae1393bf3c6.pkl,11.22,35.458,23.339
1106666dcef75fa3.pkl,5.632,4.618,5.125
778a7513a9e7f22.pkl,14.198,23.529,18.863
4e54b09c2a3f4551.pkl,2.624,6.546,4.585
82aa74fad2d4b28c.pkl,22.542,17.497,20.019
6cdd36a6338be244.pkl,5.059,11.037,8.048
7940514d45855a86.pkl,7.191,8.425,7.808
a2867a7337422185.pkl,5.806,17.226,11.516
f7f24c1835b9279a.pkl,8.309,20.094,14.202
d574449e80a5c0b0.pkl,12.135,44.136,28.135
8bfca732d33d6b5c.pkl,3.69,3.88,3.785
f3232ae7dfa339b0.pkl,14.976,46.523,30.749
28ca5f13e6dec4e5.pkl,2.25,0.354,1.302
1677f25a601b934a.pkl,22.239,43.54,32.89
7821723efefd5f9d.pkl,12.206,42.02,27.113
3534d0fcd07c3ee3.pkl,16.373,52.089,34.231
fef45ab92861e9e5.pkl,18.829,24.47,21.65
4b89b2c65a553727.pkl,1.884,7.05,4.467
972125d3f46e7e79.pkl,6.846,9.802,8.324
bb9c3f27d9420fbf.pkl,12.689,48.629,30.659
4577e3b1c56abdd5.pkl,20.589,39.103,29.846
a02767e2fbaea207.pkl,7.397,41.281,24.339
ecefba729fa5db79.pkl,4.674,8.811,6.742
3546742b27d3dd8f.pkl,27.306,34.819,31.062
864662868bb783ae.pkl,14.366,38.29,26.328
b2b2dabdc14d57.pkl,9.435,45.745,27.59
dd5fa4915f1198fb.pkl,22.037,128.044,75.04
6d14bd9fba25b409.pkl,5.929,8.837,7.383
9c1d3a287df2c349.pkl,6.271,9.293,7.782
6703944896308a67.pkl,9.028,49.896,29.462
613e7a4d93e4da96.pkl,5.839,8.86,7.349
bbac28e59dd49a30.pkl,15.208,47.159,31.183
976bd850d4c117a9.pkl,4.4,20.943,12.671
8fe3f081d6c9e3ea.pkl,4.544,17.529,11.036
84985ce996367eb8.pkl,12.286,67.903,40.094
858bd190e09f05fc.pkl,16.413,38.09,27.252
7420fb67062e982.pkl,16.236,19.948,18.092
119ffb2e26dbb3ab.pkl,7.13,7.33,7.23
aad7efee33db1a4e.pkl,14.891,19.184,17.038
ea3676176a57e65b.pkl,11.014,38.031,24.523
1a55619847c4a6f6.pkl,3.467,6.919,5.193
4e4a4897d2794b36.pkl,6.167,16.472,11.319
f7081f0d4272b794.pkl,2.296,5.328,3.812
4cbaddc06af5a201.pkl,5.094,2.073,3.583
1cbe63648c109880.pkl,4.626,8.886,6.756
703f8fad12b0388f.pkl,11.343,81.668,46.505
1dceb730b711e7e1.pkl,3.122,2.919,3.021
960d5e19693d4a9d.pkl,8.564,12.673,10.618
9bfdc04cf6484b6d.pkl,1.993,2.019,2.006
d549c934484b2cba.pkl,5.552,10.348,7.95
d3853d5bc950bbc3.pkl,6.341,22.39,14.365
4be3189523a7be2d.pkl,2.452,1.196,1.824
d55182f4c83c22a9.pkl,8.723,38.082,23.402
a0a73fd220de9bac.pkl,2.298,3.329,2.814
f897ddac4f8b84ba.pkl,14.511,9.006,11.759
269fded9b65b78bd.pkl,6.246,15.918,11.082
78950702b8c63815.pkl,9.658,8.52,9.089
54f7347ad7169d8a.pkl,8.21,27.6,17.905
7e6a61f4121d6097.pkl,5.613,15.092,10.353
d6bf8474954500fa.pkl,14.59,37.877,26.233
3c20cd5e28e2890d.pkl,3.222,7.02,5.121
915fa92d42a4f597.pkl,14.002,40.942,27.472
6371e334fe5d57a6.pkl,7.334,20.672,14.003
d5ca7571edfd3729.pkl,4.005,9.435,6.72
331bbb3be14802e6.pkl,12.169,65.945,39.057
2a9efa0598e9abf2.pkl,1.967,0.3,1.134
52a11dbdfcc726e2.pkl,14.887,59.316,37.101
dc2968a1907bd934.pkl,11.747,75.123,43.435
6dd5a1a1b7bdceac.pkl,7.342,15.3,11.321
184c09a74cfeb169.pkl,12.633,47.533,30.083
506dc02040cb2ee6.pkl,6.374,19.299,12.836
1ee04b85723c2a84.pkl,2.395,9.341,5.868
86097f656c475ef4.pkl,9.938,20.356,15.147
862d6a0e8e7c2df.pkl,8.235,56.484,32.36
a42fc3dc180125bb.pkl,13.397,40.586,26.992
34b02614e907baf3.pkl,4.098,1.233,2.666
e6c8e0c4b6750d1f.pkl,10.929,11.65,11.29
bed802725db87559.pkl,7.142,32.111,19.626
5f8e7ac99a31f644.pkl,5.817,12.75,9.283
878c9c3f4f8e29a0.pkl,12.588,56.749,34.669
3b189b6c94087497.pkl,3.786,13.58,8.683
aef27b933943c630.pkl,10.544,28.744,19.644
f42f38ba55731ec.pkl,6.011,13.936,9.973
826b6194c596829e.pkl,16.477,49.304,32.89
cc872bde1efea5b9.pkl,6.138,16.81,11.474
ca928431cea1a016.pkl,18.215,54.516,36.366
a2d62e998d2c8d10.pkl,3.986,16.51,10.248
cb4b81c4fe49882.pkl,18.165,33.48,25.823
92ca6ac930752592.pkl,19.421,27.764,23.592
d311f5ebbd9e6e34.pkl,7.748,3.784,5.766
1a1ba0331a5f8174.pkl,2.215,2.309,2.262
1ec101d7a573bb07.pkl,6.767,5.125,5.946
cb1dc55f96b01a6.pkl,8.862,20.408,14.635
3e961db4266f784d.pkl,4.75,3.887,4.319
30a0db810e0ae007.pkl,2.184,3.36,2.772
91dc3908cbfc76de.pkl,8.202,37.372,22.787
3bcd024cea328f44.pkl,9.159,12.014,10.587
62dba2339472dc0e.pkl,11.202,24.902,18.052
b6591484e69b1bf1.pkl,7.431,12.184,9.808
2a783a344e71bd3a.pkl,3.7,6.429,5.065
4c8d1a6b2f6f08c1.pkl,4.469,10.236,7.352
d63040ceef658e38.pkl,8.587,36.795,22.691
726ac25cc92373ef.pkl,2.084,3.677,2.88
c9fccb494a4ce66a.pkl,13.251,66.616,39.934
1a6e2eb590831e6d.pkl,9.971,8.687,9.329
bd5c1bc09b50c4b6.pkl,36.127,4.61,20.369
7625c4978cff029f.pkl,5.393,2.038,3.716
e3a18cb98dda0d72.pkl,12.071,73.751,42.911
6ff1c23d68a479c5.pkl,2.215,5.726,3.971
f4d26b24bbe34d85.pkl,11.937,37.495,24.716
675dad7a4a245881.pkl,15.131,77.896,46.513
c4c9982833381d11.pkl,15.742,89.209,52.475
38ec96c7c5f96626.pkl,8.309,14.659,11.484
8f3d5bbb79deca12.pkl,4.071,7.955,6.013
7cfe83c8e1054b10.pkl,1.888,0.7,1.294
aa58dce3fdbaa6c1.pkl,12.88,24.353,18.616
143b0695c279be8a.pkl,16.117,80.569,48.343
c182c1e5908d3e19.pkl,13.752,37.279,25.516
d27858bee161709b.pkl,11.812,40.717,26.265
cb3506684429ab94.pkl,15.178,60.1,37.639
d514ebd41598e54b.pkl,6.431,28.473,17.452
4e196f1fbfb07da0.pkl,5.382,8.298,6.84
9f649d6a90521787.pkl,2.535,3.842,3.189
990755ed587396c8.pkl,11.162,39.683,25.422
9b98cf471c7ddfa5.pkl,3.728,7.699,5.714
1319fba6152cec98.pkl,2.35,15.556,8.953
98ae01d8f818b891.pkl,15.403,73.353,44.378
7eb8500105c1ac79.pkl,4.309,1.145,2.727
e4910d307a1a8449.pkl,8.43,36.794,22.612
8847103671c19bc.pkl,14.055,32.45,23.252
3fd69ea46b4f98b3.pkl,2.522,11.277,6.899
bd56241f84b166df.pkl,8.681,59.726,34.204
f7ff4c7c34b9a63d.pkl,10.274,41.408,25.841
b01934a456735d1e.pkl,7.814,58.965,33.389
b66b6bc57a99918c.pkl,2.054,2.286,2.17
a98144b2bb932f59.pkl,10.276,73.775,42.026
10522c1b96b8b6bf.pkl,12.907,44.648,28.778
f55550adcec6ce9b.pkl,11.66,20.693,16.176
9aaaeb9eeea52374.pkl,9.935,12.046,10.991
b9743f91970c9ea1.pkl,5.9,33.436,19.668
fb2c9073adfe6276.pkl,7.188,15.895,11.542
e9fe9187492d4513.pkl,3.59,5.531,4.56
983a379e9fcdcd3f.pkl,9.424,32.918,21.171
229cd36400bd473e.pkl,13.84,44.204,29.022
23597c089f9e094e.pkl,16.506,58.313,37.41
b2ea38e3c75eb1ef.pkl,5.342,13.422,9.382
cbae4cfd35c7008e.pkl,8.342,12.072,10.207
2c54255cfa7437b5.pkl,4.775,8.728,6.751
dde4d3ccd751992d.pkl,3.158,17.161,10.159
2bdd0130c846095.pkl,2.582,4.592,3.587
dfaab3402bcc4f88.pkl,21.11,50.561,35.835
3921576b1585757.pkl,9.944,35.254,22.599
30ab3b6969face1d.pkl,3.339,10.638,6.988
ff10230673bb8cd3.pkl,5.034,9.371,7.203
a495710ea27d8d7.pkl,13.674,21.649,17.662
a62ff405faf903d7.pkl,10.705,15.871,13.288
3c32b5a158ae04fa.pkl,4.049,8.863,6.456
695c23c7f459efdb.pkl,19.358,41.801,30.58
9b773ca49901bcca.pkl,14.161,9.316,11.739
515b3f3bc6bc1a02.pkl,14.034,30.364,22.199
868e9d2e98443835.pkl,14.422,67.699,41.06
c79d214991fdf11b.pkl,1.259,1.277,1.268
6e4733b19e612686.pkl,8.827,16.129,12.478
64f9620c6cd8db2d.pkl,17.554,56.091,36.823
7709f8460d89b051.pkl,20.537,48.483,34.51
1e8b9a1c07dc27f1.pkl,5.69,7.456,6.573
e0889e41f5d6132f.pkl,5.98,9.244,7.612
f64d8ab56095a9be.pkl,11.959,12.875,12.417
cb4793e80a93af0.pkl,13.858,76.455,45.157
83b3788127df9f85.pkl,8.619,32.299,20.459
9faa73081fd9ad23.pkl,1.846,1.675,1.761
fa687c2b93d9c75b.pkl,2.604,2.312,2.458
4f2a36af380de3db.pkl,7.565,2.956,5.26
d4f56a6e04bb5941.pkl,15.152,71.63,43.391
4e55008decc258f7.pkl,5.896,7.743,6.819
60306b86718fe03b.pkl,5.312,51.791,28.551
b435ca7b97b61133.pkl,4.365,4.105,4.235
744ab2cd54b6e363.pkl,7.077,19.713,13.395
7ecf66de0c02613d.pkl,6.537,9.841,8.189
